Date,Open,High,Low,Close,Volume
2018-04-07T07:07:00.000Z,6857.5,6857.5,6853.1,6853.1,2.15469656
2018-04-07T07:08:00.000Z,6853,6853,6847.1,6847.1,13.36503412
2018-04-07T07:09:00.000Z,6847,6847,6835.1,6844,72.74885027
2018-04-07T07:10:00.000Z,6843.9,6850,6843.9,6850,20.3721779
2018-04-07T07:11:00.000Z,6849.6,6855.2,6849.6,6855.1,6.25582556
2018-04-07T07:12:00.000Z,6855.2,6855.2,6855,6855,4.50792852
2018-04-07T07:13:00.000Z,6855.1,6855.1,6855,6855.1,2.11275441
2018-04-07T07:14:00.000Z,6856.4,6856.4,6856.3,6856.4,1.42519594
2018-04-07T07:15:00.000Z,6856.3,6856.4,6855,6855,2.69324732
2018-04-07T07:16:00.000Z,6854,6854,6851.869305,6852,2.80380677
2018-04-07T07:17:00.000Z,6850,6854.2,6850,6854.2,4.82280356
2018-04-07T07:18:00.000Z,6855,6855,6850.8,6850.8,4.31262056
2018-04-07T07:19:00.000Z,6850.3,6851,6850.2,6851,3.29014611
2018-04-07T07:20:00.000Z,6851,6855,6850.9,6854.9,9.02169572
2018-04-07T07:21:00.000Z,6854.9,6854.9,6851,6851,10.02352805
2018-04-07T07:22:00.000Z,6851,6851,6850.9,6851,3.21956557
2018-04-07T07:23:00.000Z,6851,6851,6850.2,6851,6.16008759
2018-04-07T07:24:00.000Z,6851,6858.6,6851,6858.6,4.18769656
2018-04-07T07:25:00.000Z,6857.5,6858.8,6857.4,6858.8,4.79359031
2018-04-07T07:26:00.000Z,6858.8,6859,6858.7,6859,1.97060524
2018-04-07T07:27:00.000Z,6859,6871.8,6859,6860.1,11.11920526
2018-04-07T07:28:00.000Z,6860.1,6864,6860.1,6862.7,1.60053126
2018-04-07T07:29:00.000Z,6862.7,6862.7,6860,6860,2.82005123
2018-04-07T07:30:00.000Z,6858.2,6858.2,6858,6858.1,2.45045839
2018-04-07T07:31:00.000Z,6858.1,6858.1,6856.9,6857.3,13.79020357
2018-04-07T07:32:00.000Z,6857.9,6859.2,6857.8,6859.2,0.84967933
2018-04-07T07:33:00.000Z,6858.9,6858.9,6858.8,6858.9,0.94631182
2018-04-07T07:34:00.000Z,6858.9,6874.6,6858.8,6864.1,59.86298469
2018-04-07T07:35:00.000Z,6863.9,6864.4,6862,6862.3,5.92126103
2018-04-07T07:36:00.000Z,6862.3,6864.4,6862.3,6864.4,1.94966895
2018-04-07T07:37:00.000Z,6864.4,6864.4,6864.3,6864.3,2.10015123
2018-04-07T07:38:00.000Z,6864.3,6864.4,6864.3,6864.4,1.66243271
2018-04-07T07:39:00.000Z,6864.4,6869,6864.4,6869,12.29280765
2018-04-07T07:40:00.000Z,6868.9,6869,6868.9,6869,9.71075752
2018-04-07T07:41:00.000Z,6869,6869,6868.9,6869,6.09794415
2018-04-07T07:42:00.000Z,6869,6871.9,6868,6868.7,9.4748708
2018-04-07T07:43:00.000Z,6868.9,6869,6868,6868,10.24801608
2018-04-07T07:44:00.000Z,6868.1,6873.2,6868,6873.2,5.29698023
2018-04-07T07:45:00.000Z,6868.1,6868.2,6868.1,6868.1,2.59860348
2018-04-07T07:46:00.000Z,6868.2,6868.2,6868.1,6868.1,0.89567123
2018-04-07T07:47:00.000Z,6868.1,6868.1,6868,6868,1.77907411
2018-04-07T07:48:00.000Z,6868,6868.1,6864.7,6864.7,10.16125837
2018-04-07T07:49:00.000Z,6864.7,6864.8,6864.3,6864.3,6.75848968
2018-04-07T07:50:00.000Z,6864.3,6865,6864.3,6865,7.35224141
2018-04-07T07:51:00.000Z,6865,6869,6865,6865,6.33058039
2018-04-07T07:52:00.000Z,6866.6,6866.8,6865.3,6865.4,7.10338223
2018-04-07T07:53:00.000Z,6865.3,6872.4,6864.9,6866,6.63141807
2018-04-07T07:54:00.000Z,6868.9,6870.1,6866.9,6870.1,11.60753296
2018-04-07T07:55:00.000Z,6870.1,6870.1,6869.1,6869.9,8.15770158
2018-04-07T07:56:00.000Z,6869,6869,6865.5,6867.5,1.84377723
2018-04-07T07:57:00.000Z,6867.5,6867.9,6863.4,6863.4,3.29386833
2018-04-07T07:58:00.000Z,6863.8,6865.1,6863.6,6864.1,0.58621206
2018-04-07T07:59:00.000Z,6865.1,6865.1,6865,6865.1,3.36102176
2018-04-07T08:00:00.000Z,6866,6866.092527,6865.9,6866.092527,0.85796163
2018-04-07T08:01:00.000Z,6866,6866.3,6866,6866.3,0.85706224
2018-04-06T15:22:00.000Z,6585,6585.1,6585,6585.1,4.81404094
2018-04-06T15:23:00.000Z,6585.1,6598,6585.1,6594.1,28.63568937
2018-04-06T15:24:00.000Z,6594,6594.1,6594,6594.1,3.97934487
2018-04-06T15:25:00.000Z,6594,6594.1,6587,6587,4.07247427
2018-04-06T15:26:00.000Z,6587,6587,6585,6585.8,29.28307399
2018-04-06T15:27:00.000Z,6585.4,6587.7,6585,6587.7,21.41249596
2018-04-06T15:28:00.000Z,6588.4,6590,6588.3,6588.7,13.13097013
2018-04-06T15:29:00.000Z,6588.9,6594,6588.9,6591.103728,11.02068481
2018-04-06T15:30:00.000Z,6591.2,6595.6,6591.103728,6594,2.46204909
2018-04-06T15:31:00.000Z,6594,6595.5,6593.9,6593.969951,12.57197152
2018-04-06T15:32:00.000Z,6593.9,6593.9,6591.1,6592.698745,3.95764717
2018-04-06T15:33:00.000Z,6592.662347,6592.662347,6592.6,6592.6,0.1194605
2018-04-06T15:34:00.000Z,6592.698745,6592.698745,6592.6,6592.662347,0.60689565
2018-04-06T15:35:00.000Z,6592.662347,6592.7,6592.6,6592.7,3.48360916
2018-04-06T15:36:00.000Z,6592.6,6592.609235,6589.5,6589.5,5.42277472
2018-04-06T15:37:00.000Z,6589.5,6589.6,6589.5,6589.5,7.4914287
2018-04-06T15:38:00.000Z,6589.5,6589.6,6589.5,6589.5,5.2814599
2018-04-06T15:39:00.000Z,6589.5,6589.6,6589.4,6589.4,7.27374522
2018-04-06T15:40:00.000Z,6589.4,6589.5,6588.5,6589.4,2.44219639
2018-04-06T15:41:00.000Z,6589.4,6589.5,6589.4,6589.4,0.97306077
2018-04-06T15:42:00.000Z,6589.5,6589.5,6589.3,6589.3,7.63618195
2018-04-06T15:43:00.000Z,6589.4,6589.4,6586.6,6588.6,8.16443463
2018-04-06T15:44:00.000Z,6588.6,6597.7,6588.552732,6597.519164,25.63038699
2018-04-06T15:45:00.000Z,6597.6,6597.6,6590.2,6590.723363,7.81695349
2018-04-06T15:46:00.000Z,6590.8,6590.8,6590.7,6590.8,2.13747106
2018-04-06T15:47:00.000Z,6590.8,6590.8,6590.70094,6590.8,3.05213301
2018-04-06T15:48:00.000Z,6590.70094,6590.8,6590.7,6590.8,4.31314717
2018-04-06T15:49:00.000Z,6590.8,6590.8,6590.7,6590.8,0.4426
2018-04-06T15:50:00.000Z,6590.7,6590.8,6590.7,6590.8,0.73454911
2018-04-06T15:51:00.000Z,6590.8,6590.8,6590.7,6590.7,3.16309732
2018-04-06T15:52:00.000Z,6590.7,6590.8,6588,6588,52.49685884
2018-04-06T15:53:00.000Z,6587.9,6587.9,6560,6560,160.6902435
2018-04-06T15:54:00.000Z,6560,6579.2,6560,6571,51.06861325
2018-04-06T15:55:00.000Z,6569.588864,6569.588864,6564.739479,6567.8,17.92737891
2018-04-06T15:56:00.000Z,6567.8,6577.4,6567.7,6577.3,21.98884093
2018-04-06T15:57:00.000Z,6576.7,6576.8,6576.7,6576.7,9.69047353
2018-04-06T15:58:00.000Z,6576.8,6589.7,6576.8,6589.5,16.94726108
2018-04-06T15:59:00.000Z,6589.7,6590.4,6585.6,6587.230507,17.07764543
2018-04-06T16:00:00.000Z,6588.2,6600,6587,6600,46.80102005
2018-04-06T16:01:00.000Z,6600,6602.8,6599.9,6600.221239,63.43354313
2018-04-06T16:02:00.000Z,6600.2,6606.9,6600.2,6602,30.56721578
2018-04-06T16:03:00.000Z,6602,6602.1,6591,6598.9,28.65869425
2018-04-06T16:04:00.000Z,6598.9,6599,6594.5,6597.486403,6.19695978
2018-04-06T16:05:00.000Z,6597.1,6597.1,6594.4,6594.9,26.56546162
2018-04-06T16:06:00.000Z,6594.9,6595,6587.1,6587.1,31.68760607
2018-04-06T16:07:00.000Z,6587.1,6590.4,6581.9,6581.9,38.00107151
2018-04-06T16:08:00.000Z,6581.9,6583.3,6580,6583.3,9.43413545
2018-04-06T16:09:00.000Z,6583.2,6588,6583.2,6584.1,9.4122951
2018-04-06T16:10:00.000Z,6584,6584.1,6582.050649,6582.1,6.82751634
2018-04-06T16:11:00.000Z,6582,6585,6582,6584.2,1.58244929
2018-04-06T16:12:00.000Z,6584.3,6600,6584.2,6600,50.98926152
2018-04-06T16:13:00.000Z,6598.2,6598.5,6596.7,6596.7,13.88510371
2018-04-06T16:14:00.000Z,6595,6595.1,6595,6595.06472,12.46859091
2018-04-06T16:15:00.000Z,6595,6595.09116,6584,6584,21.24056475
2018-04-06T16:16:00.000Z,6590.1,6591.7,6584.9,6585.5,16.86364474
2018-04-06T16:17:00.000Z,6586,6590,6586,6590,20.65991535
2018-04-06T16:18:00.000Z,6590,6590.6,6585.4,6587.9,43.92470093
2018-04-06T16:19:00.000Z,6588,6592.3,6588,6592,21.31997579
2018-04-06T16:20:00.000Z,6592,6592.8,6588.8,6588.8,37.67402028
2018-04-06T16:21:00.000Z,6588.8,6588.8,6581.9,6588.5,14.70449736
2018-04-06T16:22:00.000Z,6589,6589,6585.6,6585.7,14.70365129
2018-04-06T16:23:00.000Z,6588.6,6589.5,6585.7,6589.5,22.74515759
2018-04-06T16:24:00.000Z,6590,6598.9,6589.9,6595,5.55676009
2018-04-06T16:25:00.000Z,6595.8,6596,6595,6595.2,4.36148133
2018-04-06T16:26:00.000Z,6596,6604.6,6596,6602.1,31.23754666
2018-04-06T16:27:00.000Z,6602.1,6603,6595,6595,21.80259316
2018-04-06T16:28:00.000Z,6595,6599.1,6595,6599.1,13.58293001
2018-04-06T16:29:00.000Z,6599.1,6599.2,6599,6599,2.94166741
2018-04-06T16:30:00.000Z,6599.1,6599.1,6594,6598.8,6.42835784
2018-04-06T16:31:00.000Z,6598.9,6600,6598.9,6600,13.79106737
2018-04-06T16:32:00.000Z,6600,6604.9,6597,6600,14.42011357
2018-04-06T16:33:00.000Z,6602.6,6604.886661,6600,6600,31.6505959
2018-04-06T16:34:00.000Z,6600.1,6604.4,6600.1,6603.6,6.80425681
2018-04-06T16:35:00.000Z,6603.6,6630.1,6603.6,6609.3,211.2451503
2018-04-06T16:36:00.000Z,6609.3,6660,6601.8,6630.1,436.3446992
2018-04-06T16:37:00.000Z,6630.2,6630.2,6617,6617,17.12946547
2018-04-06T16:38:00.000Z,6617,6639.1,6617,6617.8,49.89839812
2018-04-06T16:39:00.000Z,6617.2,6617.2,6612.866988,6613.2,12.16207259
2018-04-06T16:40:00.000Z,6613.2,6613.9,6581.1,6593.8,200.7522626
2018-04-06T16:41:00.000Z,6593.8,6602.6,6590.2,6600.9,20.78502936
2018-04-06T16:42:00.000Z,6600.9,6601,6586.470523,6588.3,13.96559723
2018-04-06T16:43:00.000Z,6588.4,6600.4,6581,6597.5,32.02248255
2018-04-06T16:44:00.000Z,6597.4,6597.4,6591,6594.6,14.37861195
2018-04-06T16:45:00.000Z,6593.9,6598.6,6593.9,6598.4,4.33632077
2018-04-06T16:46:00.000Z,6598,6598.1,6592.7,6594.2,3.69354775
2018-04-06T16:47:00.000Z,6594.7,6594.7,6592,6592,3.77764924
2018-04-06T16:48:00.000Z,6592.1,6598.9,6592.1,6596.8,6.91075451
2018-04-06T16:49:00.000Z,6596.9,6597,6596.8,6596.9,2.39102342
2018-04-06T16:50:00.000Z,6596.9,6599.3,6596.9,6598.5,2.60930885
2018-04-06T16:51:00.000Z,6598.4,6598.5,6593.4,6593.7,13.54091414
2018-04-06T16:52:00.000Z,6594.3,6597.4,6589.6,6589.7,35.25977512
2018-04-06T16:53:00.000Z,6589.7,6593.9,6589.7,6591.6,2.73743795
2018-04-06T16:54:00.000Z,6591,6592,6589.9,6589.9,6.5437274
2018-04-06T16:55:00.000Z,6589.9,6600,6589.9,6600,16.9128635
2018-04-06T16:56:00.000Z,6599.9,6600,6599.9,6600,0.590752
2018-04-06T16:57:00.000Z,6600,6600,6599.9,6599.9,1.8390457
2018-04-06T16:58:00.000Z,6599.9,6600,6599.9,6600,2.59714458
2018-04-06T16:59:00.000Z,6600,6600,6599.9,6600,2.20305301
2018-04-06T17:00:00.000Z,6599.9,6600.8,6599.9,6600.8,10.22351929
2018-04-06T17:01:00.000Z,6601,6602.2,6601,6602.1,4.16556142
2018-04-06T17:02:00.000Z,6602.1,6605,6602.1,6605,15.92375742
2018-04-06T17:03:00.000Z,6605,6615,6605,6609.1,48.2638765
2018-04-06T17:04:00.000Z,6609.1,6629.3,6609,6616.4,104.6625388
2018-04-06T17:05:00.000Z,6616.4,6616.4,6606.7,6608,5.14752192
2018-04-06T17:06:00.000Z,6608,6610,6606.2,6610,3.77790457
2018-04-06T17:07:00.000Z,6610,6610,6608,6608,0.87669328
2018-04-06T17:08:00.000Z,6606.92648,6607.9,6606.9,6606.9,1.52627016
2018-04-06T17:09:00.000Z,6606.969386,6610,6606.2,6609.9,12.24498699
2018-04-06T17:10:00.000Z,6609.920405,6616.2,6609.920405,6614.6,3.70353549
2018-04-06T17:11:00.000Z,6610.6,6610.6,6607.7,6608,1.25780244
2018-04-06T17:12:00.000Z,6609,6609,6606.2,6606.2,1.54617499
2018-04-06T17:13:00.000Z,6606.221997,6606.221997,6601,6601,5.93287409
2018-04-06T17:14:00.000Z,6600.153072,6600.2,6597.3,6598.1,25.43094895
2018-04-06T17:15:00.000Z,6598.1,6609.2,6596.3,6599.3,37.03077301
2018-04-06T17:16:00.000Z,6599,6599,6587,6596.4,40.31885368
2018-04-06T17:17:00.000Z,6597.1,6598,6587,6587.9,37.94351645
2018-04-06T17:18:00.000Z,6589.9,6594,6589.9,6592,2.02439234
2018-04-06T17:19:00.000Z,6592,6592,6590,6590.9,18.20653851
2018-04-06T17:20:00.000Z,6592,6599.6,6590.4,6594.696398,11.76596385
2018-04-06T17:21:00.000Z,6597.6,6597.6,6591,6592.9,5.89981936
2018-04-06T17:22:00.000Z,6592.9,6600,6592.9,6599.7,6.57422868
2018-04-06T17:23:00.000Z,6600,6600,6590.5,6590.5,9.8721368
2018-04-06T17:24:00.000Z,6591.3,6595.1,6585,6588,43.08616448
2018-04-06T17:25:00.000Z,6587.9,6594,6587.9,6593.2,1.9820141
2018-04-06T17:26:00.000Z,6593.6,6593.6,6589.2,6590.1,5.0760847
2018-04-06T17:27:00.000Z,6589.6,6590.3,6585.6,6586.9,12.00731646
2018-04-06T17:28:00.000Z,6585.8,6585.8,6581.1,6582.2,59.32605681
2018-04-06T17:29:00.000Z,6581.3,6587.2,6581.1,6587.2,23.25266987
2018-04-06T17:30:00.000Z,6587.2,6622,6587.1,6605.9,122.4543785
2018-04-06T17:31:00.000Z,6605.8,6605.9,6598.1,6598.5,16.71346293
2018-04-06T17:32:00.000Z,6599,6599.5,6599,6599.5,0.90325658
2018-04-06T17:33:00.000Z,6599.5,6599.5,6598.8,6598.8,10.67550103
2018-04-06T17:34:00.000Z,6598.8,6599,6598.8,6599,7.42448025
2018-04-06T17:35:00.000Z,6598.9,6599.5,6598.5,6599.5,5.9070202
2018-04-06T17:36:00.000Z,6599.5,6604.4,6599.5,6604.4,5.61928607
2018-04-06T17:37:00.000Z,6604.5,6605.1,6602,6602,10.17822078
2018-04-06T17:38:00.000Z,6602.7,6603.4,6600.1,6602.6,15.94152987
2018-04-06T17:39:00.000Z,6602.6,6604.9,6600,6600,19.39585601
2018-04-06T17:40:00.000Z,6600,6603.7,6600,6602.7,19.84017599
2018-04-06T17:41:00.000Z,6602.6,6602.7,6596.3,6596.3,77.4432814
2018-04-06T17:42:00.000Z,6596.3,6596.4,6584.9,6587.9,41.62943309
2018-04-06T17:43:00.000Z,6587.9,6595.7,6587.9,6595.7,7.54657825
2018-04-06T17:44:00.000Z,6594.7,6596.1,6594,6594,8.25384474
2018-04-06T17:45:00.000Z,6593.4,6593.5,6592.7,6593,3.19795641
2018-04-06T17:46:00.000Z,6592.9,6592.9,6590.9,6591.9,6.21687292
2018-04-06T17:47:00.000Z,6591.9,6603,6588.9,6602.7,19.48944249
2018-04-06T17:48:00.000Z,6603,6603,6592,6594,42.73233909
2018-04-06T17:49:00.000Z,6596.2,6599.3,6592,6599.3,19.53571076
2018-04-06T17:50:00.000Z,6599.6,6638.772356,6595,6615.7,243.3149509
2018-04-06T17:51:00.000Z,6615.8,6621.9,6609.3,6609.3,25.07282974
2018-04-06T17:52:00.000Z,6609.3,6609.3,6602.4,6602.5,10.79334785
2018-04-06T17:53:00.000Z,6602.4,6602.5,6602.4,6602.4,0.9102575
2018-04-06T17:54:00.000Z,6602.4,6602.5,6602.3,6602.5,1.89231978
2018-04-06T17:55:00.000Z,6602.4,6602.5,6602.4,6602.4,0.76267376
2018-04-06T17:56:00.000Z,6602.4,6615.1,6602.4,6615.1,19.48711758
2018-04-06T17:57:00.000Z,6613.5,6617.7,6604.9,6604.9,9.86978785
2018-04-06T17:58:00.000Z,6605,6607.3,6605,6607,1.44723306
2018-04-06T17:59:00.000Z,6606.9,6611,6605,6609.3,4.00879164
2018-04-06T18:00:00.000Z,6606.9,6618.4,6606.9,6609.1,14.36575236
2018-04-06T18:01:00.000Z,6609.1,6614,6607.956017,6608.5,3.85015852
2018-04-06T18:02:00.000Z,6609.4,6611.762019,6607.1,6609,3.91837214
2018-04-06T18:03:00.000Z,6608.9,6609,6602,6602,18.0189481
2018-04-06T18:04:00.000Z,6602,6602.922273,6598.8,6600,21.49280101
2018-04-06T18:05:00.000Z,6600.9,6602.5,6595,6600,26.69574639
2018-04-06T18:06:00.000Z,6599.7,6599.9,6598.5,6598.5,0.97107514
2018-04-06T18:07:00.000Z,6597.9,6603.9,6595,6603.7,11.79325734
2018-04-06T18:08:00.000Z,6603.6,6604.981664,6599.9,6599.9,17.25341664
2018-04-06T18:09:00.000Z,6600,6603.629821,6600,6600.3,8.16707817
2018-04-06T18:10:00.000Z,6600.3,6601.786399,6599,6601.7,2.2525723
2018-04-06T18:11:00.000Z,6601.7,6603,6601.128528,6601.128528,5.10104422
2018-04-06T18:12:00.000Z,6601.1,6601.1,6600.8,6600.8,2.00873804
2018-04-06T18:13:00.000Z,6600.9,6602,6600.8,6602,17.67538112
2018-04-06T18:14:00.000Z,6602,6602.3,6601.9,6602.3,9.03328185
2018-04-06T18:15:00.000Z,6602.2,6608.914298,6602.2,6608.914298,20.031602
2018-04-06T18:16:00.000Z,6608.914298,6610,6608.9,6610,12.88432778
2018-04-06T18:17:00.000Z,6609.9,6609.9,6605,6609.8,31.01457203
2018-04-06T18:18:00.000Z,6609.8,6621.2,6609.8,6620.9,41.78589597
2018-04-06T18:19:00.000Z,6620.9,6620.9,6611.7,6614.7,7.96650524
2018-04-06T18:20:00.000Z,6614.7,6614.7,6606,6613.9,22.85474635
2018-04-06T18:21:00.000Z,6613.9,6619.9,6609.9,6618.2,27.87590002
2018-04-06T18:22:00.000Z,6617.9,6629,6617.9,6625,41.76925099
2018-04-06T18:23:00.000Z,6625.9,6630,6620,6620,19.56941614
2018-04-06T18:24:00.000Z,6620.1,6620.1,6612.8,6615,10.62255052
2018-04-06T18:25:00.000Z,6615,6617.8,6611.6,6615,6.81301511
2018-04-06T18:26:00.000Z,6613.6,6617.2,6612.7,6613.1,3.14010647
2018-04-06T18:27:00.000Z,6612.4,6616,6612.4,6616,2.11957903
2018-04-06T18:28:00.000Z,6616,6616.1,6614,6616.1,3.63552396
2018-04-06T18:29:00.000Z,6615,6617.9,6614,6614,2.33707916
2018-04-06T18:30:00.000Z,6612.3,6612.3,6580,6591.5,229.8939316
2018-04-06T18:31:00.000Z,6591.5,6597.7,6589,6597.7,17.31438359
2018-04-06T18:32:00.000Z,6597.7,6597.8,6593.2,6593.6,4.9836953
2018-04-06T18:33:00.000Z,6593.7,6594.5,6593.5,6594.3,2.54294434
2018-04-06T18:34:00.000Z,6594.391891,6594.4,6594.3,6594.3,4.65151322
2018-04-06T18:35:00.000Z,6594.3,6594.3,6575.3,6590.3,47.68714737
2018-04-06T18:36:00.000Z,6590.5,6590.5,6584.3,6587.4,10.25420447
2018-04-06T18:37:00.000Z,6588.1,6594.1,6588,6590.8,23.70805477
2018-04-06T18:38:00.000Z,6588.2,6594.1,6588.1,6591.2,1.93920098
2018-04-06T18:39:00.000Z,6590.7,6590.8,6586.8,6588.8,9.1685
2018-04-06T18:40:00.000Z,6590.1,6598.3,6588.2,6589.005339,10.67360061
2018-04-06T18:41:00.000Z,6595,6602.2,6591.9,6600.2,21.02557807
2018-04-06T18:42:00.000Z,6600.1,6600.2,6593.4,6600.1,29.79706557
2018-04-06T18:43:00.000Z,6600.1,6600.2,6600.1,6600.2,8.71187338
2018-04-06T18:44:00.000Z,6600.2,6600.2,6593.4,6593.5,6.20646254
2018-04-06T18:45:00.000Z,6593.5,6593.6,6582.9,6592.3,38.38849446
2018-04-06T18:46:00.000Z,6592.3,6592.3,6589,6589,3.80501333
2018-04-06T18:47:00.000Z,6588.9,6589,6588.9,6589,0.58660593
2018-04-06T18:48:00.000Z,6588.9,6595.9,6588.9,6595.9,5.49001568
2018-04-06T18:49:00.000Z,6596.3,6598.836924,6585.2,6592.5,62.09900653
2018-04-06T18:50:00.000Z,6595.4,6595.7,6595.4,6595.7,5.67754396
2018-04-06T18:51:00.000Z,6594.7,6594.8,6593,6593,3.52884129
2018-04-06T18:52:00.000Z,6593,6593,6592.9,6592.9,0.31437233
2018-04-06T18:53:00.000Z,6592.9,6605.6,6592.9,6600.2,20.46109046
2018-04-06T18:54:00.000Z,6600.3,6601.5,6595.767154,6596.1,9.89117834
2018-04-06T18:55:00.000Z,6598.5,6600.5,6592.9,6592.9,3.25132821
2018-04-06T18:56:00.000Z,6592.990167,6593.802045,6587.9,6590.9,5.82987377
2018-04-06T18:57:00.000Z,6594,6594,6594,6594,1.40200355
2018-04-06T18:58:00.000Z,6594,6597.118167,6594,6597.1,1.96788104
2018-04-06T18:59:00.000Z,6597.1,6597.2,6593.6,6593.6,2.67009086
2018-04-06T19:00:00.000Z,6593.5,6593.5,6587.6,6591.1,6.09844168
2018-04-06T19:01:00.000Z,6591.1,6591.1,6570.2,6571.1,63.39046441
2018-04-06T19:02:00.000Z,6571.1,6588.029536,6566.6,6585.1,62.85918093
2018-04-06T19:03:00.000Z,6585.1,6589.7,6578.8,6578.8,17.61678519
2018-04-06T19:04:00.000Z,6578.7,6581.9,6578.669026,6581.9,1.75512638
2018-04-06T19:05:00.000Z,6581.9,6586,6581.9,6584.5,1.95058143
2018-04-06T19:06:00.000Z,6584.4,6593.2,6584.4,6588.5,13.0335499
2018-04-06T19:07:00.000Z,6590.366683,6595,6587.3,6595,9.05144365
2018-04-06T19:08:00.000Z,6595.1,6600.4,6594,6600.4,23.39845097
2018-04-06T19:09:00.000Z,6600.3,6600.3,6590.1,6590.1,15.82631186
2018-04-06T19:10:00.000Z,6593.6,6595.1,6593.4,6593.4,2.75369723
2018-04-06T19:11:00.000Z,6594,6594.1,6594,6594.1,0.75475392
2018-04-06T19:12:00.000Z,6597.2,6610.1,6596.2,6607.5,23.1656822
2018-04-06T19:13:00.000Z,6606.3,6606.3,6601,6601,2.06172975
2018-04-06T19:14:00.000Z,6601,6601,6598.2,6599.9,3.07174914
2018-04-06T19:15:00.000Z,6600.1,6604.9,6600.1,6604.7,2.85590951
2018-04-06T19:16:00.000Z,6604.4,6604.4,6604.1,6604.3,1.54076384
2018-04-06T19:17:00.000Z,6605,6605,6604.1,6604.2,0.67868564
2018-04-06T19:18:00.000Z,6604.1,6604.1,6594.4,6597.9,7.38112954
2018-04-06T19:19:00.000Z,6597.9,6603,6595.1,6596.5,8.0306536
2018-04-06T19:20:00.000Z,6596.133238,6599,6596.133238,6598.1,5.56757957
2018-04-06T19:21:00.000Z,6598.8,6599,6597.1,6597.4,0.39096901
2018-04-06T19:22:00.000Z,6597.8,6597.8,6597.6,6597.7,0.23124653
2018-04-06T19:23:00.000Z,6596.9,6596.9,6595.8,6596,2.6620297
2018-04-06T19:24:00.000Z,6595.1,6595.9,6592.9,6593.3,2.0048525
2018-04-06T19:25:00.000Z,6594.8,6595,6594.7,6595,2.22188607
2018-04-06T19:26:00.000Z,6595,6597,6594.9,6596.4,3.50558958
2018-04-06T19:27:00.000Z,6596.4,6608.5,6596.3,6608.5,15.42194912
2018-04-06T19:28:00.000Z,6608.4,6608.4,6599.082713,6606.2,6.72890121
2018-04-06T19:29:00.000Z,6606.1,6606.1,6600.6,6603,4.41702025
2018-04-06T19:30:00.000Z,6603.7,6604.4,6602.9,6604.4,3.26501159
2018-04-06T19:31:00.000Z,6602.9,6603.9,6602.9,6603.8,0.24053603
2018-04-06T19:32:00.000Z,6603.5,6603.9,6601,6602.5,0.42478385
2018-04-06T19:33:00.000Z,6603.5,6603.8,6603.5,6603.8,0.15924264
2018-04-06T19:34:00.000Z,6603.8,6603.8,6591.3,6593.2,18.54030805
2018-04-06T19:35:00.000Z,6593.2,6600.80324,6593.1,6600.80324,5.39881994
2018-04-06T19:36:00.000Z,6596.7,6602.4,6596.7,6602.3,12.31360794
2018-04-06T19:37:00.000Z,6602.3,6618,6595.7,6613.2,124.2004003
2018-04-06T19:38:00.000Z,6613.2,6617,6605.527851,6605.6,17.2100595
2018-04-06T19:39:00.000Z,6607,6608.4,6605.350349,6607.5,0.96359641
2018-04-06T19:40:00.000Z,6607.5,6607.8,6593.6,6594.952165,109.2059
2018-04-06T19:41:00.000Z,6594.9,6603,6593.306657,6603,42.75512824
2018-04-06T19:42:00.000Z,6605.1,6607.8,6605,6606.4,4.96558943
2018-04-06T19:43:00.000Z,6603.1,6610,6603.1,6608.5,7.3953087
2018-04-06T19:44:00.000Z,6608.5,6610,6607,6607,3.5527793
2018-04-06T19:45:00.000Z,6607.7,6608,6602.6,6602.6,0.67389166
2018-04-06T19:46:00.000Z,6605.4,6610.143246,6603.5,6610.1,10.97351695
2018-04-06T19:47:00.000Z,6610.1,6613.5,6610.1,6610.2,6.12444067
2018-04-06T19:48:00.000Z,6610.2,6610.580236,6610.1,6610.1,2.45806552
2018-04-06T19:49:00.000Z,6610.1,6610.1,6606.7,6609.7,22.55763618
2018-04-06T19:50:00.000Z,6608.547346,6610.4,6608.406394,6609,2.97091851
2018-04-06T19:51:00.000Z,6608.4,6608.4,6601.4,6602.6,1.78731976
2018-04-06T19:52:00.000Z,6602.8,6603.9,6602.6,6603.9,0.35349085
2018-04-06T19:53:00.000Z,6605.3,6605.3,6605.2,6605.3,2.85539979
2018-04-06T19:54:00.000Z,6607.7,6608.688298,6607.7,6608.1,0.66196669
2018-04-06T19:55:00.000Z,6607.7,6608.1,6605.8,6607.9,6.11227237
2018-04-06T19:56:00.000Z,6608.1,6610.75772,6608,6608.2,49.49421269
2018-04-06T19:57:00.000Z,6609,6610.6,6609,6610.6,0.32
2018-04-06T19:58:00.000Z,6610.6,6624.5,6610.6,6620,81.07955042
2018-04-06T19:59:00.000Z,6620,6621.8,6620,6621.8,7.35616716
2018-04-06T20:00:00.000Z,6621.2,6622.7,6611,6611.1,11.33021561
2018-04-06T20:01:00.000Z,6611,6621.2,6611,6621.1,4.18147176
2018-04-06T20:02:00.000Z,6621.1,6621.2,6609.7,6609.7,7.16576024
2018-04-06T20:03:00.000Z,6609.8,6609.8,6603.8,6607.9,34.57194423
2018-04-06T20:04:00.000Z,6607.8,6609.5,6603,6609.5,23.486083
2018-04-06T20:05:00.000Z,6605.4,6606,6604.7,6605.3,4.88628231
